ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
idssegmented-itonama-4-144-1,iton1250,uh-suwa,,,HAIR (BODY),,
idssegmented-itonama-4-144-2,iton1250,uh-maʔsuwa,,,HAIR (BODY),,
idssegmented-itonama-4-160-1,iton1250,čɨdɨkɨ,,,BONE,,
idssegmented-itonama-4-162-1,iton1250,uh-wara-wara,,,RIB,,
idssegmented-itonama-4-190-1,iton1250,uh-pačačano,,,BACK,,
idssegmented-itonama-4-200-1,iton1250,uh-ču,,,HEAD,,
idssegmented-itonama-4-204-1,iton1250,uh-kačɨ,,,FACE,,
idssegmented-itonama-4-204-2,iton1250,uh-kaču,,,FACE,,
idssegmented-itonama-4-205-1,iton1250,uh-wačakakano,,,FOREHEAD,,
idssegmented-itonama-4-210-1,iton1250,uh-kˀururu,,,EYE,,
idssegmented-itonama-4-220-1,iton1250,oh-mostˀoʔdo,,,EAR,,
idssegmented-itonama-4-230-1,iton1250,uh-nu,,,NOSE,,
idssegmented-itonama-4-240-1,iton1250,uh-waʔpara,,,MOUTH,,
idssegmented-itonama-4-240-2,iton1250,uh-kˀasno,,,MOUTH,,
idssegmented-itonama-4-250-1,iton1250,uh-wapɨkɨ,,,LIP,,
idssegmented-itonama-4-260-1,iton1250,oh-počosnila,,,TONGUE,,
idssegmented-itonama-4-270-1,iton1250,oh-womotˀe,,,TOOTH,,
idssegmented-itonama-4-280-1,iton1250,uh-pakasno,,,NECK,,
idssegmented-itonama-4-281-1,iton1250,uh-kamunano,,,NAPE (OF NECK),,
idssegmented-itonama-4-290-1,iton1250,uh-pakosčočono,,,THROAT,,
idssegmented-itonama-4-300-1,iton1250,uh-pačukakano,,,SHOULDER,,
idssegmented-itonama-4-320-1,iton1250,uh-mačɨtʸɨru,,,ELBOW,,
idssegmented-itonama-4-330-1,iton1250,uh-maʔpara,,,HAND,,
idssegmented-itonama-4-344-1,iton1250,oh-meʔkˀe,,,FINGERNAIL,,
idssegmented-itonama-4-344-2,iton1250,oh-kečeʔkˀe,,,FINGERNAIL,,
idssegmented-itonama-4-350-1,iton1250,uh-sawano,,,LEG,,
idssegmented-itonama-4-350-2,iton1250,uh-mukakano,,,LEG,,
idssegmented-itonama-4-370-1,iton1250,oh-niʔpara,,,FOOT,,
idssegmented-itonama-4-371-1,iton1250,oh-nipapano,,,ANKLE,,
idssegmented-itonama-4-412-1,iton1250,pi-pɨme,,,NIPPLE,,
idssegmented-itonama-4-440-1,iton1250,uh-wanukˀuʔyu,,,HEART,,
idssegmented-itonama-4-441-1,iton1250,uh-warastˀaʔtˀa,,,LUNG,,
idssegmented-itonama-4-450-1,iton1250,uh-wanɨʔta,,,LIVER,,
idssegmented-itonama-4-451-1,iton1250,uh-wasčɨʔpala,,,KIDNEY,,
idssegmented-itonama-4-461-1,iton1250,biʔlulu,,,INTESTINES,,
idssegmented-itonama-4-461-2,iton1250,čaytowi,,,INTESTINES,,
idssegmented-itonama-4-463-1,iton1250,uh-mukakano,,,HIP,,
idssegmented-itonama-4-464-1,iton1250,uh-muʔturu,,,BUTTOCKS,,
idssegmented-itonama-4-464-2,iton1250,uh-mukˀukˀu,,,BUTTOCKS,,
idssegmented-itonama-4-490-1,iton1250,u-kaʔdo,,,TESTICLES,,
idssegmented-itonama-5-710-1,iton1250,ahmimɨhwa,,,FRUIT,,
idssegmented-itonama-5-970-1,iton1250,kˀipala,,,EGG,,
idssegmented-itonama-6-510-1,iton1250,nitasni,,,SHOE,,
idssegmented-itonama-6-770-1,iton1250,mɨsčˀaʔle,,,EARRING,,
idssegmented-itonama-7-220-1,iton1250,kamučobo,,,DOOR,,
idssegmented-itonama-7-420-1,iton1250,uhmuskanano,,,BED,,
idssegmented-itonama-7-510-1,iton1250,uh-panino,,,ROOF,,
idssegmented-itonama-8-240-1,iton1250,mačadapa,,,SHOVEL,,
idssegmented-itonama-8-311-1,iton1250,u-pawe,,,SEED,,
idssegmented-itonama-8-311-2,iton1250,o-čoʔlo,,,SEED,,
idssegmented-itonama-8-540-1,iton1250,ahmi-mus,,,ROOT,,
idssegmented-itonama-8-560-1,iton1250,u-mado,,,LEAF,,
idssegmented-itonama-8-600-1,iton1250,a-bɨte,,,TREE,,
idssegmented-itonama-8-750-1,iton1250,kanadapa,,,BARK,,
idssegmented-itonama-8-750-2,iton1250,časdapa,,,BARK,,
idssegmented-itonama-8-750-3,iton1250,wasača,,,BARK,,
idssegmented-itonama-8-930-1,iton1250,ɨ-yakˀɨ,,,GOURD,,
idssegmented-itonama-8-930-2,iton1250,makˀowo,,,GOURD,,
idssegmented-itonama-9-190-1,iton1250,mospiko,,,ROPE,,
idssegmented-itonama-9-190-2,iton1250,mospiku,,,ROPE,,
idssegmented-itonama-9-192-1,iton1250,yasčasduhke,,,KNOT,,
idssegmented-itonama-9-250-1,iton1250,yowoti,,,AXE,,
idssegmented-itonama-9-760-1,iton1250,omoʔo,,,BASKET,,
idssegmented-itonama-9-760-2,iton1250,waraʔi,,,BASKET,,
idssegmented-itonama-9-760-3,iton1250,waroʔi,,,BASKET,,
idssegmented-jamaicancreolelimonesecreoledialect-1-270-1,jama1262,baŋk,,,SHORE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-270-2,jama1262,bič,,,SHORE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-270-3,jama1262,šʊɔr,,,SHORE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-330-1,jama1262,lɛɩk,,,LAKE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-343-1,jama1262,paɩnt,,,CAPE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-420-1,jama1262,tri,,,TREE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-510-1,jama1262,skaɩ,,,SKY,,
idssegmented-jamaicancreolelimonesecreoledialect-1-520-1,jama1262,sɔn,,,SUN,,
idssegmented-jamaicancreolelimonesecreoledialect-1-540-1,jama1262,stār,,,STAR,,
idssegmented-jamaicancreolelimonesecreoledialect-1-810-1,jama1262,faya,,,FIRE,,
idssegmented-jamaicancreolelimonesecreoledialect-1-820-1,jama1262,flɛɩm,,,FLAME,,
idssegmented-jamaicancreolelimonesecreoledialect-1-880-1,jama1262,faya-ud,,,FIREWOOD,,
idssegmented-jamaicancreolelimonesecreoledialect-10-760-1,jama1262,wil,,,WHEEL,,
idssegmented-jamaicancreolelimonesecreoledialect-10-850-1,jama1262,pagl,,,OAR,,
idssegmented-jamaicancreolelimonesecreoledialect-10-851-1,jama1262,pagl,,,PADDLE,,
idssegmented-jamaicancreolelimonesecreoledialect-12-330-1,jama1262,tap,,,TOP,,
idssegmented-jamaicancreolelimonesecreoledialect-12-340-1,jama1262,batam,,,BOTTOM,,
idssegmented-jamaicancreolelimonesecreoledialect-12-353-1,jama1262,ɛǰ,,,EDGE,,
idssegmented-jamaicancreolelimonesecreoledialect-12-353-2,jama1262,bāda,,,EDGE,,
idssegmented-jamaicancreolelimonesecreoledialect-12-360-1,jama1262,saɩd,,,SIDE,,
idssegmented-jamaicancreolelimonesecreoledialect-12-760-1,jama1262,kāna,,,CORNER,,
idssegmented-jamaicancreolelimonesecreoledialect-12-830-1,jama1262,bāl,,,BALL,,
idssegmented-jamaicancreolelimonesecreoledialect-12-850-1,jama1262,ʊɔl,,,HOLE,,
idssegmented-jamaicancreolelimonesecreoledialect-18-570-1,jama1262,pɛn,,,PEN,,
idssegmented-jamaicancreolelimonesecreoledialect-18-610-1,jama1262,bʊk,,,BOOK,,
idssegmented-jamaicancreolelimonesecreoledialect-3-655-1,jama1262,šɛl,,,SHELL,,
idssegmented-jamaicancreolelimonesecreoledialect-4-110-1,jama1262,badi,,,BODY,,
idssegmented-jamaicancreolelimonesecreoledialect-4-120-1,jama1262,kɩn,,,SKIN,,
idssegmented-jamaicancreolelimonesecreoledialect-4-140-1,jama1262,ɛɩr,,,HAIR (HEAD),,
idssegmented-jamaicancreolelimonesecreoledialect-4-144-1,jama1262,badɩ-ɛɩr,,,HAIR (BODY),,
idssegmented-jamaicancreolelimonesecreoledialect-4-151-1,jama1262,vɛɩn,,,BLOOD VESSEL,,
idssegmented-jamaicancreolelimonesecreoledialect-4-160-1,jama1262,bʊɔn,,,BONE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-162-1,jama1262,rɩbz,,,RIB,,
idssegmented-jamaicancreolelimonesecreoledialect-4-190-1,jama1262,bak,,,BACK,,
idssegmented-jamaicancreolelimonesecreoledialect-4-200-1,jama1262,ɛd,,,HEAD,,
idssegmented-jamaicancreolelimonesecreoledialect-4-202-1,jama1262,skɔl,,,SKULL,,
idssegmented-jamaicancreolelimonesecreoledialect-4-204-1,jama1262,fiɩs,,,FACE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-204-2,jama1262,fɛɩs,,,FACE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-205-1,jama1262,farɩd,,,FOREHEAD,,
idssegmented-jamaicancreolelimonesecreoledialect-4-210-1,jama1262,aɩ,,,EYE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-220-1,jama1262,ɛɩz,,,EAR,,
idssegmented-jamaicancreolelimonesecreoledialect-4-230-1,jama1262,nʊɔz,,,NOSE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-240-1,jama1262,mɔʊt,,,MOUTH,,
idssegmented-jamaicancreolelimonesecreoledialect-4-250-1,jama1262,lɩp,,,LIP,,
idssegmented-jamaicancreolelimonesecreoledialect-4-260-1,jama1262,tɔŋ,,,TONGUE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-270-1,jama1262,tit,,,TOOTH,,
idssegmented-jamaicancreolelimonesecreoledialect-4-280-1,jama1262,nɛk,,,NECK,,
idssegmented-jamaicancreolelimonesecreoledialect-4-281-1,jama1262,nɛk,,,NAPE (OF NECK),,
idssegmented-jamaicancreolelimonesecreoledialect-4-290-1,jama1262,trʊɔt,,,THROAT,,
idssegmented-jamaicancreolelimonesecreoledialect-4-300-1,jama1262,šʊɔlda,,,SHOULDER,,
idssegmented-jamaicancreolelimonesecreoledialect-4-301-1,jama1262,šʊɔlda-blɛɩd,,,SHOULDERBLADE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-320-1,jama1262,ɛlbɔ,,,ELBOW,,
idssegmented-jamaicancreolelimonesecreoledialect-4-330-1,jama1262,an,,,HAND,,
idssegmented-jamaicancreolelimonesecreoledialect-4-344-1,jama1262,fɩŋga-nɛɩl,,,FINGERNAIL,,
idssegmented-jamaicancreolelimonesecreoledialect-4-350-1,jama1262,lɛg,,,LEG,,
idssegmented-jamaicancreolelimonesecreoledialect-4-350-2,jama1262,fʊt,,,LEG,,
idssegmented-jamaicancreolelimonesecreoledialect-4-370-1,jama1262,fʊt,,,FOOT,,
idssegmented-jamaicancreolelimonesecreoledialect-4-371-1,jama1262,aŋkl,,,ANKLE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-412-1,jama1262,nɩpl,,,NIPPLE,,
idssegmented-jamaicancreolelimonesecreoledialect-4-440-1,jama1262,āt,,,HEART,,
idssegmented-jamaicancreolelimonesecreoledialect-4-441-1,jama1262,lɔŋz,,,LUNG,,
idssegmented-jamaicancreolelimonesecreoledialect-4-450-1,jama1262,lɩva,,,LIVER,,
idssegmented-jamaicancreolelimonesecreoledialect-4-451-1,jama1262,kɩdnɩ,,,KIDNEY,,
idssegmented-jamaicancreolelimonesecreoledialect-4-461-1,jama1262,gɔts,,,INTESTINES,,
idssegmented-jamaicancreolelimonesecreoledialect-4-461-2,jama1262,ɩntɛstaɩn,,,INTESTINES,,
idssegmented-jamaicancreolelimonesecreoledialect-4-461-3,jama1262,traɩp,,,INTESTINES,,
idssegmented-jamaicancreolelimonesecreoledialect-4-462-1,jama1262,wɛɩs,,,WAIST,,
idssegmented-jamaicancreolelimonesecreoledialect-4-463-1,jama1262,ɩp,,,HIP,,
idssegmented-jamaicancreolelimonesecreoledialect-4-464-1,jama1262,batam,,,BUTTOCKS,,
idssegmented-jamaicancreolelimonesecreoledialect-4-464-2,jama1262,batɩ,,,BUTTOCKS,,
idssegmented-jamaicancreolelimonesecreoledialect-4-490-1,jama1262,bāl,,,TESTICLES,,
idssegmented-jamaicancreolelimonesecreoledialect-4-490-2,jama1262,tʊɔn,,,TESTICLES,,
idssegmented-jamaicancreolelimonesecreoledialect-4-492-1,jama1262,kak,,,PENIS,,
idssegmented-jamaicancreolelimonesecreoledialect-4-492-2,jama1262,tipat,,,PENIS,,
idssegmented-jamaicancreolelimonesecreoledialect-5-390-1,jama1262,fāk,,,FORK,,
idssegmented-jamaicancreolelimonesecreoledialect-5-630-1,jama1262,sačɩz,,,SAUSAGE,,
idssegmented-jamaicancreolelimonesecreoledialect-5-710-1,jama1262,frut,,,FRUIT,,
idssegmented-jamaicancreolelimonesecreoledialect-5-970-1,jama1262,ɛg,,,EGG,,
idssegmented-jamaicancreolelimonesecreoledialect-6-290-1,jama1262,lɛda,,,LEATHER,,
idssegmented-jamaicancreolelimonesecreoledialect-6-450-1,jama1262,kala,,,COLLAR,,
idssegmented-jamaicancreolelimonesecreoledialect-6-510-1,jama1262,šuz,,,SHOE,,
idssegmented-jamaicancreolelimonesecreoledialect-6-510-2,jama1262,buts,,,SHOE,,
idssegmented-jamaicancreolelimonesecreoledialect-6-570-1,jama1262,bɛlt,,,BELT,,
idssegmented-jamaicancreolelimonesecreoledialect-6-570-2,jama1262,gɛrgl,,,BELT,,
idssegmented-jamaicancreolelimonesecreoledialect-6-770-1,jama1262,ɛɩz-rɩŋ,,,EARRING,,
idssegmented-jamaicancreolelimonesecreoledialect-7-220-1,jama1262,dʊɔ,,,DOOR,,
idssegmented-jamaicancreolelimonesecreoledialect-7-220-2,jama1262,dʊɔ,,,DOOR,,
idssegmented-jamaicancreolelimonesecreoledialect-7-220-3,jama1262,gɛɩt,,,DOOR,,
idssegmented-jamaicancreolelimonesecreoledialect-7-420-1,jama1262,bɛd,,,BED,,
idssegmented-jamaicancreolelimonesecreoledialect-7-510-1,jama1262,ruf,,,ROOF,,
idssegmented-jamaicancreolelimonesecreoledialect-8-230-1,jama1262,spɛɩd,,,SPADE,,
idssegmented-jamaicancreolelimonesecreoledialect-8-240-1,jama1262,šɔbl,,,SHOVEL,,
idssegmented-jamaicancreolelimonesecreoledialect-8-240-2,jama1262,šɔvl,,,SHOVEL,,
idssegmented-jamaicancreolelimonesecreoledialect-8-311-1,jama1262,sid,,,SEED,,
idssegmented-jamaicancreolelimonesecreoledialect-8-540-1,jama1262,rut,,,ROOT,,
idssegmented-jamaicancreolelimonesecreoledialect-8-560-1,jama1262,lif,,,LEAF,,
idssegmented-jamaicancreolelimonesecreoledialect-8-600-1,jama1262,tri,,,TREE,,
idssegmented-jamaicancreolelimonesecreoledialect-8-730-1,jama1262,trɔŋk,,,TREE TRUNK,,
idssegmented-jamaicancreolelimonesecreoledialect-8-750-1,jama1262,bāk,,,BARK,,
idssegmented-jamaicancreolelimonesecreoledialect-8-930-1,jama1262,gʊɔd,,,GOURD,,
idssegmented-jamaicancreolelimonesecreoledialect-8-930-2,jama1262,kalabaš,,,GOURD,,
idssegmented-jamaicancreolelimonesecreoledialect-9-190-1,jama1262,rʊɔp,,,ROPE,,
idssegmented-jamaicancreolelimonesecreoledialect-9-190-2,jama1262,kād,,,ROPE,,
idssegmented-jamaicancreolelimonesecreoledialect-9-192-1,jama1262,nat,,,KNOT,,
idssegmented-jamaicancreolelimonesecreoledialect-9-250-1,jama1262,aks,,,AXE,,
idssegmented-jamaicancreolelimonesecreoledialect-9-500-1,jama1262,nɛɩl,,,NAIL (TOOL),,
idssegmented-jamaicancreolelimonesecreoledialect-9-760-1,jama1262,bāskɩt,,,BASKET,,
idssegmented-jinshadai-1-270-1,nort1545,fa.²⁴_lan.⁴³,,,SHORE,,
idssegmented-jinshadai-1-330-1,nort1545,nuaŋ.²⁴,,,LAKE,,
idssegmented-jinshadai-1-420-1,nort1545,ton.¹¹_mai.⁴³,,,TREE,,
idssegmented-jinshadai-1-510-1,nort1545,nə.²⁴_fa.⁴³,,,SKY,,
idssegmented-jinshadai-1-520-1,nort1545,vɛan.⁴⁴,,,SUN,,
idssegmented-jinshadai-1-540-1,nort1545,lau.³³,,,STAR,,
idssegmented-jinshadai-1-810-1,nort1545,fəai.⁴⁴,,,FIRE,,
idssegmented-jinshadai-1-820-1,nort1545,fəai.⁴⁴_ciat.¹¹,,,FLAME,,
idssegmented-jinshadai-1-880-1,nort1545,fəai.⁴⁴_fən.⁴⁴,,,FIREWOOD,,
idssegmented-jinshadai-10-760-1,nort1545,chə.³³_luen.³¹,,,WHEEL,,
idssegmented-jinshadai-10-850-1,nort1545,jiau.³¹_phian.⁴⁴,,,OAR,,
idssegmented-jinshadai-10-851-1,nort1545,jiau.³¹_phian.⁴⁴,,,PADDLE,,
idssegmented-jinshadai-12-330-1,nort1545,pai.³³_li.⁴⁴,,,TOP,,
idssegmented-jinshadai-12-340-1,nort1545,tai.¹¹_mai.⁴⁴,,,BOTTOM,,
idssegmented-jinshadai-12-353-1,nort1545,xuai.³³_mai.⁴⁴,,,EDGE,,
idssegmented-jinshadai-12-360-1,nort1545,suaŋ.²⁴_fa.¹¹,,,SIDE,,
idssegmented-jinshadai-12-760-1,nort1545,xəu.²⁴,,,CORNER,,
idssegmented-jinshadai-12-830-1,nort1545,ćhiu.³¹,,,BALL,,
idssegmented-jinshadai-12-850-1,nort1545,hu.⁴⁴,,,HOLE,,
idssegmented-jinshadai-18-570-1,nort1545,pi.¹¹,,,PEN,,
idssegmented-jinshadai-18-610-1,nort1545,ce.¹¹,,,BOOK,,
idssegmented-jinshadai-3-655-1,nort1545,pəi.⁴⁴,,,SHELL,,
idssegmented-jinshadai-4-110-1,nort1545,naŋ.³¹,,,BODY,,
idssegmented-jinshadai-4-120-1,nort1545,naŋ.³¹,,,SKIN,,
idssegmented-jinshadai-4-140-1,nort1545,phən.²⁴_ho.²⁴,,,HAIR (HEAD),,
idssegmented-jinshadai-4-144-1,nort1545,xuen.²⁴_ʔue.³³,,,HAIR (BODY),,
idssegmented-jinshadai-4-151-1,nort1545,huaŋ.³¹_liet.³¹,,,BLOOD VESSEL,,
idssegmented-jinshadai-4-160-1,nort1545,ho.²⁴_luk.⁴³,,,BONE,,
idssegmented-jinshadai-4-162-1,nort1545,luk.⁴³_khaŋ.¹¹,,,RIB,,
idssegmented-jinshadai-4-190-1,nort1545,naŋ.²⁴,,,BACK,,
idssegmented-jinshadai-4-200-1,nort1545,ho.²⁴,,,HEAD,,
idssegmented-jinshadai-4-202-1,nort1545,ho.²⁴_la.³¹_ńian.²⁴,,,SKULL,,
idssegmented-jinshadai-4-204-1,nort1545,na.¹¹,,,FACE,,
idssegmented-jinshadai-4-205-1,nort1545,nə.²⁴_ho.²⁴,,,FOREHEAD,,
idssegmented-jinshadai-4-210-1,nort1545,vu.⁴⁴_ta.³³,,,EYE,,
idssegmented-jinshadai-4-230-1,nort1545,hu.²⁴_laŋ.³³,,,NOSE,,
idssegmented-jinshadai-4-240-1,nort1545,suet.³¹,,,MOUTH,,
idssegmented-jinshadai-4-250-1,nort1545,pi.⁴⁴,,,LIP,,
idssegmented-jinshadai-4-260-1,nort1545,li.⁴³,,,TONGUE,,
idssegmented-jinshadai-4-270-1,nort1545,śiu.¹¹,,,TOOTH,,
idssegmented-jinshadai-4-280-1,nort1545,xo.⁴⁴,,,NECK,,
idssegmented-jinshadai-4-281-1,nort1545,ko.³³_luak.¹¹,,,NAPE (OF NECK),,
idssegmented-jinshadai-4-290-1,nort1545,koŋ.³³_xo.⁴⁴_hue.²⁴,,,THROAT,,
idssegmented-jinshadai-4-300-1,nort1545,va.³³,,,SHOULDER,,
idssegmented-jinshadai-4-301-1,nort1545,ke.³³_tau.¹¹_ʔo.¹¹,,,SHOULDERBLADE,,
idssegmented-jinshadai-4-320-1,nort1545,so.⁴⁴_khuaŋ.¹¹,,,ELBOW,,
idssegmented-jinshadai-4-330-1,nort1545,mɨ.⁴⁴,,,HAND,,
idssegmented-jinshadai-4-344-1,nort1545,lie.³¹_mɨ.⁴⁴,,,FINGERNAIL,,
idssegmented-jinshadai-4-350-1,nort1545,xa.²⁴,,,LEG,,
idssegmented-jinshadai-4-370-1,nort1545,tin.³³,,,FOOT,,
idssegmented-jinshadai-4-371-1,nort1545,ʔɛak.²⁴_tin.³³,,,ANKLE,,
idssegmented-jinshadai-4-412-1,nort1545,pai.³³_ći.⁴⁴_ʔu.¹¹,,,NIPPLE,,
idssegmented-jinshadai-4-440-1,nort1545,cəai.³³,,,HEART,,
idssegmented-jinshadai-4-441-1,nort1545,pət.⁴³,,,LUNG,,
idssegmented-jinshadai-4-450-1,nort1545,tiet.¹¹,,,LIVER,,
idssegmented-jinshadai-4-451-1,nort1545,lən.⁴⁴,,,KIDNEY,,
idssegmented-jinshadai-4-461-1,nort1545,sai.¹¹,,,INTESTINES,,
idssegmented-jinshadai-4-462-1,nort1545,ʔɛau.³³,,,WAIST,,
idssegmented-jinshadai-4-463-1,nort1545,kui.¹¹_ćhi.¹¹,,,HIP,,
idssegmented-jinshadai-4-464-1,nort1545,kui.¹¹_ćhi.¹¹,,,BUTTOCKS,,
idssegmented-jinshadai-4-490-1,nort1545,hɛ.²⁴,,,TESTICLES,,
idssegmented-jinshadai-4-492-1,nort1545,xəi.⁴⁴,,,PENIS,,
idssegmented-jinshadai-5-390-1,nort1545,cha.³³,,,FORK,,
idssegmented-jinshadai-5-630-1,nort1545,sai.¹¹,,,SAUSAGE,,
idssegmented-jinshadai-5-710-1,nort1545,mak.⁴³,,,FRUIT,,
idssegmented-jinshadai-5-970-1,nort1545,khəai.³³,,,EGG,,
idssegmented-jinshadai-6-290-1,nort1545,naŋ.²⁴,,,LEATHER,,
idssegmented-jinshadai-6-450-1,nort1545,xo.⁴⁴_sə.¹¹,,,COLLAR,,
idssegmented-jinshadai-6-510-1,nort1545,kiat.¹¹_tin.³³,,,SHOE,,
idssegmented-jinshadai-6-570-1,nort1545,sai.²⁴_tiu.³³,,,BELT,,
idssegmented-jinshadai-6-770-1,nort1545,vɛan.²⁴_hu.²⁴,,,EARRING,,
idssegmented-jinshadai-7-220-1,nort1545,pat.¹¹_tu.³³,,,DOOR,,
idssegmented-jinshadai-7-220-2,nort1545,pat.¹¹_tu.³³_loŋ.²⁴,,,DOOR,,
idssegmented-jinshadai-7-420-1,nort1545,loŋ.³¹,,,BED,,
idssegmented-jinshadai-7-510-1,nort1545,naŋ.²⁴_haŋ.¹¹,,,ROOF,,
idssegmented-jinshadai-8-230-1,nort1545,ćue.³¹,,,SPADE,,
idssegmented-jinshadai-8-240-1,nort1545,ćue.³¹,,,SHOVEL,,
idssegmented-jinshadai-8-311-1,nort1545,fɛan.⁴⁴,,,SEED,,
idssegmented-jinshadai-8-540-1,nort1545,hak.¹¹,,,ROOT,,
idssegmented-jinshadai-8-560-1,nort1545,vai.³³_mai.⁴³,,,LEAF,,
idssegmented-jinshadai-8-600-1,nort1545,ton.¹¹_mai.⁴³,,,TREE,,
idssegmented-jinshadai-8-730-1,nort1545,ton.¹¹_mai.⁴³,,,TREE TRUNK,,
idssegmented-jinshadai-8-750-1,nort1545,naŋ.²⁴_mai.⁴³,,,BARK,,
idssegmented-jinshadai-8-930-1,nort1545,tau.¹¹_le.¹¹,,,GOURD,,
idssegmented-jinshadai-9-190-1,nort1545,cɨ̂k.¹¹,,,ROPE,,
idssegmented-jinshadai-9-192-1,nort1545,hɛat.⁴³,,,KNOT,,
idssegmented-jinshadai-9-250-1,nort1545,xɛan.²⁴,,,AXE,,
idssegmented-jinshadai-9-500-1,nort1545,tin.³³_cɨ̂.⁴⁴,,,NAIL (TOOL),,
idssegmented-jinshadai-9-760-1,nort1545,suaŋ.⁴⁴,,,BASKET,,
idssegmented-judeotat-1-270-1,jude1256,lov,,,SHORE,,
idssegmented-judeotat-1-270-2,jude1256,qiroq,,,SHORE,,
idssegmented-judeotat-1-270-3,jude1256,deryoh,,,SHORE,,
idssegmented-judeotat-1-270-4,jude1256,qiroq_čoy,,,SHORE,,
idssegmented-judeotat-1-330-1,jude1256,qul,,,LAKE,,
idssegmented-judeotat-1-330-2,jude1256,deryohče,,,LAKE,,
idssegmented-judeotat-1-420-1,jude1256,dor,,,TREE,,
idssegmented-judeotat-1-510-1,jude1256,asmu,,,SKY,,
idssegmented-judeotat-1-520-1,jude1256,čüšme,,,SUN,,
idssegmented-judeotat-1-520-2,jude1256,oftoi,,,SUN,,
idssegmented-judeotat-1-540-1,jude1256,astara,,,STAR,,
idssegmented-judeotat-1-810-1,jude1256,ʕetoš,,,FIRE,,
idssegmented-judeotat-1-820-1,jude1256,lehbet,,,FLAME,,
idssegmented-judeotat-1-820-2,jude1256,lüp,,,FLAME,,
idssegmented-judeotat-1-820-3,jude1256,seʕmele,,,FLAME,,
idssegmented-judeotat-1-820-4,jude1256,elov,,,FLAME,,
idssegmented-judeotat-1-880-1,jude1256,xüzüm,,,FIREWOOD,,
idssegmented-judeotat-10-760-1,jude1256,bemd,,,WHEEL,,
idssegmented-judeotat-10-760-2,jude1256,čerx,,,WHEEL,,
idssegmented-judeotat-10-850-1,jude1256,veslo,,,OAR,,
idssegmented-judeotat-10-851-1,jude1256,veslo,,,PADDLE,,
idssegmented-judeotat-12-330-1,jude1256,quq,,,TOP,,
idssegmented-judeotat-12-330-2,jude1256,hündüri,,,TOP,,
idssegmented-judeotat-12-330-3,jude1256,kelče,,,TOP,,
idssegmented-judeotat-12-340-1,jude1256,dorun,,,BOTTOM,,
idssegmented-judeotat-12-340-2,jude1256,zir,,,BOTTOM,,
idssegmented-judeotat-12-340-3,jude1256,zofru,,,BOTTOM,,
idssegmented-judeotat-12-340-4,jude1256,kon,,,BOTTOM,,
idssegmented-judeotat-12-340-5,jude1256,kun,,,BOTTOM,,
idssegmented-judeotat-12-353-1,jude1256,bel,,,EDGE,,
idssegmented-judeotat-12-353-2,jude1256,qiroq,,,EDGE,,
idssegmented-judeotat-12-360-1,jude1256,yon,,,SIDE,,
idssegmented-judeotat-12-360-2,jude1256,qiroq,,,SIDE,,
idssegmented-judeotat-12-360-3,jude1256,kino,,,SIDE,,
idssegmented-judeotat-12-360-4,jude1256,lo,,,SIDE,,
idssegmented-judeotat-12-360-5,jude1256,pehlü,,,SIDE,,
idssegmented-judeotat-12-360-6,jude1256,taraf,,,SIDE,,
idssegmented-judeotat-12-760-1,jude1256,künǯ,,,CORNER,,
idssegmented-judeotat-12-830-1,jude1256,čerx_dunyoh,,,BALL,,
idssegmented-judeotat-12-850-1,jude1256,sula,,,HOLE,,
idssegmented-judeotat-18-570-1,jude1256,qelem,,,PEN,,
idssegmented-judeotat-18-610-1,jude1256,kitob,,,BOOK,,
idssegmented-judeotat-18-610-2,jude1256,ketob,,,BOOK,,
idssegmented-judeotat-18-610-3,jude1256,knig,,,BOOK,,
idssegmented-judeotat-3-655-1,jude1256,ǯiqǯiqe,,,SHELL,,
idssegmented-judeotat-4-110-1,jude1256,beden,,,BODY,,
idssegmented-judeotat-4-110-2,jude1256,ǯendek,,,BODY,,
idssegmented-judeotat-4-110-3,jude1256,ten,,,BODY,,
idssegmented-judeotat-4-120-1,jude1256,pusd,,,SKIN,,
idssegmented-judeotat-4-120-2,jude1256,čerm,,,SKIN,,
idssegmented-judeotat-4-140-1,jude1256,muy,,,HAIR (HEAD),,
idssegmented-judeotat-4-144-1,jude1256,muy_ten,,,HAIR (BODY),,
idssegmented-judeotat-4-151-1,jude1256,damar_xun,,,BLOOD VESSEL,,
idssegmented-judeotat-4-151-2,jude1256,rag,,,BLOOD VESSEL,,
